# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_38	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_17	Subject_14	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20	taxonomy
11350000	70.5776470588	0.0	87.84	0.0	113.780588235	0.0	196.2	0.0	0.0	0.0	16.32	14.1230769231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Milk_fluid_imitation; L4_; L5_; Almond_milk_sweetened
11350010	0.0	23.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Milk_fluid_imitation; L4_; L5_; Almond_milk_sweetened_chocolate
11411100	0.0	0.0	0.0	0.0	0.0	0.0	3.60294117647	0.0	0.0	0.0	0.0	4.71153846154	0.0	0.0	0.0	0.0	165.735294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_plain_whole_milk
11411200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75	0.0	0.0	10.640625	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_plain_low_fat_milk
11411300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.10714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.4166666667	0.0	69.4166666667	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_plain_nonfat_milk
11421000	17.8048117647	0.0	0.0	26.7058823529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_vanilla_whole_milk
11422000	0.0	14.4117647059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.640625	0.0	0.0	0.0	0.0	10.640625	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_vanilla_low_fat_milk
11423000	0.0	50.4411764706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.45880625	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_vanilla_nonfat_milk
11431000	20.0	0.0	0.0	20.5588235294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.9166666667	0.0	29.5	17.71875	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_fruit_whole_milk
11432000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	0.0	0.0	0.0	0.0	0.0	5.10416666667	10.625	0.0	7.0625	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_fruit_low_fat_milk
11432500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.10416666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_fruit_low_fat_milk_light
11433000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.71875	17.4615384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_fruit_nonfat_milk
11433500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_fruit_nonfat_milk_light
11459990	0.0	0.0	0.0	0.0	0.0	0.0	26.4705882353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_frozen_NS_as_to_flavor_NS_as_to_type_of_milk
11460170	0.0	0.0	0.0	0.0	0.0	0.0	23.5294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Yogurt; L4_; L5_; Yogurt_frozen_flavors_other_than_chocolate_lowfat_milk
11511000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8	0.0	0.0	8.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.72	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Flavored_milk_and_milk_drinks_fluid; L4_; L5_; Chocolate_milk_NFS
11511200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Flavored_milk_and_milk_drinks_fluid; L4_; L5_; Chocolate_milk_ready_to_drink_reduced_fat_2
11513000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Flavored_milk_and_milk_drinks_fluid; L4_; L5_; Chocolate_milk_made_from_dry_mix_NS_as_to_type_of_milk
11513100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Flavored_milk_and_milk_drinks_fluid; L4_; L5_; Chocolate_milk_made_from_dry_mix_with_whole_milk
11513150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.6571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Flavored_milk_and_milk_drinks_fluid; L4_; L5_; Chocolate_milk_made_from_dry_mix_with_reduced_fat_milk_2
11514100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.6571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.944	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Flavored_milk_and_milk_drinks_fluid; L4_; L5_; Hot_chocolate__Cocoa_made_with_dry_mix_and_water
11541400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89125	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Flavored_milk_and_milk_drinks_fluid; L4_; L5_; Milk_shake_with_malt
11553100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milks_and_milk_drinks; L3_Flavored_milk_and_milk_drinks_fluid; L4_; L5_; Fruit_smoothie_NFS
12100100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0	0.141176470588	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_NS_as_to_light_heavy_or_half_and_half
12110100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_light_fluid
12110300	0.0	0.0	0.0	0.0	0.0	0.882352941176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_light_whipped_unsweetened
12120100	0.0	0.0	0.0	0.0	17.8225882353	0.0	0.0	16.9375	0.0	0.0	18.5533333333	49.0887692308	0.0	0.0	0.0	3.03306666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.234375	0.0	0.0	33.6178333333	0.0	10.0994666667	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_half_and_half
12120105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9801538462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_half_and_half_low_fat
12120110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.170875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6532307692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_half_and_half_fat_free
12130100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	4.655875	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_heavy_fluid
12130200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_heavy_whipped_unsweetened
12140000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_heavy_whipped_sweetened
12140100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.28125	0.0	0.0	0.0	0.0	2.5	0.0	2.8125	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_whipped_pressurized_container
12140105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sweet_dairy_cream; L4_; L5_; Cream_whipped_pressurized_container_light
12210200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.945	3.47076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Cream_substitutes; L4_; L5_; Cream_substitute_liquid
12210210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01333333333	0.0	0.0	0.0	0.0	0.0	2.82	3.47076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Cream_substitutes; L4_; L5_; Cream_substitute_flavored_liquid
12210250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Cream_substitutes; L4_; L5_; Cream_substitute_light_liquid
12210255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.952875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Cream_substitutes; L4_; L5_; Cream_substitute_light_flavored_liquid
12210270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49969230769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Cream_substitutes; L4_; L5_; Cream_substitute_fat_free_flavored_liquid
12210430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Cream_substitutes; L4_; L5_; Cream_substitute_fat_free_powder
12310100	1.69117647059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31730769231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.21428571429	0.0	0.0	2.53676470588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19791666667	1.796875	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sour_cream; L4_; L5_; Sour_cream
12310300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sour_cream; L4_; L5_; Sour_cream_reduced_fat
12310350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sour_cream; L4_; L5_; Sour_cream_light
12310370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41176470588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sour_cream; L4_; L5_; Sour_cream_fat_free
12350000	7.14705882353	0.0	0.0	1.78676470588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.67857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8984375	0.0	2.84765625	1.0125	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sour_cream; L4_; L5_; Dip_sour_cream_base
12350100	0.0	0.0	0.0	0.0	10.5882352941	0.0	0.0	0.0	0.0	0.0	0.0	3.46153846154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52941176471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sour_cream; L4_; L5_; Spinach_dip
12350110	0.0	0.0	5.29411764706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46153846154	0.0	17.1428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.70585294118	0.0	0.0	0.0	0.0	0.0	0.0	1.875	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Creams_and_cream_substitutes; L3_Sour_cream; L4_; L5_; Spinach_and_artichoke_dip
13110100	18.2058823529	4.35294117647	7.05882352941	7.05882352941	6.52941176471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.57142857143	0.0	0.0	0.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	0.0	24.6666666667	0.0	27.5	0.0	20.8125	1.23333333333	24.6666666667	4.625	0.0	L1_Milk_and_Milk_Products; L2_Milk_desserts_sauces_gravies; L3_Milk_desserts_frozen; L4_; L5_; Ice_cream_regular_flavors_other_than_chocolate
13110110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4166666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milk_desserts_sauces_gravies; L3_Milk_desserts_frozen; L4_; L5_; Ice_cream_regular_chocolate
13110120	0.0	0.0	0.0	4.35294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53846153846	0.0	0.0	24.6666666667	0.0	19.5882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.25	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milk_desserts_sauces_gravies; L3_Milk_desserts_frozen; L4_; L5_; Ice_cream_rich_flavors_other_than_chocolate
13110130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.16666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milk_desserts_sauces_gravies; L3_Milk_desserts_frozen; L4_; L5_; Ice_cream_rich_chocolate
13110200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_Milk_and_Milk_Products; L2_Milk_desserts_sauces_gravies; L3_Milk_desserts_frozen; L4_; L5_; Ice_cream_soft_serve_flavors_other_than_chocolate
